MMCONO|MMDIVI|MMITNO|MMCFIS|MMIIPI|MMCIPI|MMXPI1|MMCPIS|MMRPIS|MMCOFI|MMXCCO|MMRCOF|MMXIMP|MMIORI|MMXSAT|MMRGDT|MMRGTM|MMLMDT|MMCHID|MMCHNO|MMEXIP|MMBICM|MMBCST|MMVPIS|MMVCOF|MMFCIN|MMGTIN|MMIMPA|MMEXOA|MMIMPE|MMUNMS|MMCOPI|MMXIPF|MMXICS|MMXITT|MMXSTP|MMXRSC|MMXIIC|MMLMTS
1|801|010101|83059000|0|0|0|0|0|0|0|0|0|1|3|20260601|182736|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|UN|0|0|0|||0||1784122438650
1|801|010141|90318040|0|0|0|0|0|0|0|0|0|1|3|20260601|182736|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122438659
1|801|010155|94034000|0|0|0|0|0|0|0|0|0|1|3|20260601|182736|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|UN|0|0|0|||0||1784122438666
1|801|010197|48209000|0|0|0|0|0|0|0|0|0|1|3|20260601|182736|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122438674
1|801|010200|63079090|0|0|0|0|0|0|0|0|0|1|3|20260601|182736|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|UN|0|0|0|||0||1784122438684
1|801|010207|84151090|0|0|0|0|0|0|0|0|0|1|3|20260601|182736|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|UN|0|0|0|||0||1784122438692
1|801|010208|40169300|0|0|0|0|0|0|0|0|0|1|3|20260601|182736|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|UN|0|0|0|||0||1784122438700
1|801|010209|40169300|0|0|0|0|0|0|0|0|0|1|3|20260601|182737|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|UN|0|0|0|||0||1784122438708
1|801|010210|90212900|0|0|0|0|0|0|0|0|0|1|3|20260601|182737|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122438715
1|801|010212|39199090|0|0|0|0|0|0|0|0|0|1|3|20260601|182737|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122438727
1|801|010235|90212900|0|0|0|0|0|0|0|0|0|1|3|20260601|182737|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122438734
1|801|010250|48114190|0|0|0|0|0|0|0|0|0|1|3|20260601|182737|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122438742
1|801|010272|40169300|0|0|0|0|0|0|0|0|0|1|3|20260601|182737|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122438750
1|801|010287|39252000|0|0|0|0|0|0|0|0|0|1|3|20260601|182737|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122438758
1|801|010289|40169300|0|0|0|0|0|0|0|0|0|1|3|20260601|182737|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|UN|0|0|0|||0||1784122438766
1|801|010304|90212900|0|0|0|0|0|0|0|0|0|1|3|20260601|182737|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122438775
1|801|010390|85081100|0|0|0|0|0|0|0|0|0|1|3|20260601|182737|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|UN|0|0|0|||0||1784122438783
1|801|010436|27101911|0|0|0|0|0|0|0|0|0|1|3|20260601|182737|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|UN|0|0|0|||0||1784122438791
1|801|010621|48119011|0|0|0|0|0|0|0|0|0|1|3|20260601|182737|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|UN|0|0|0|||0||1784122438801
