oscono|osdivi|osprtf|osdevd|osusid|osmedc|ossiid|ossvra|osport|oscsid|oshold|ossave|oscfot|osusgr|osfmtp|osrgdt|osrgtm|oslmdt|oschno|oschid|osrfpi|osrfpb|osolay|osrpof|oslmts|oshpri
100||||||M3_IDM_XML||0||*NO|*YES|*NO||LETTER|20260504|164822|20260504|2|SKUMAR|3|3||3|1777913434328|0
100||APS041PF||||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164437|20260504|1|ERICP1|3|3||3|1777913077213|0
100||APS113PF||||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164437|20260504|1|ERICP1|3|3||3|1777913077283|0
100||APS135PF||||M3_IDM_COM||0||*NO|*YES|*NO||LETTER|20260504|164437|20260504|1|ERICP1|3|3||3|1777913077344|0
100||APS136PF||||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164437|20260504|1|ERICP1|3|3||3|1777913077413|0
100||APS139PF||||M3_IDM_COM||0||*NO|*YES|*NO||LETTER|20260504|164437|20260504|1|ERICP1|3|3||3|1777913077467|0
100||APS141PF||MBUENSUCE||M3_IDM_XML||0||*NO|*YES|*YES||LETTER|20260504|164437|20260504|1|ERICP1|1|1||3|1777913077543|0
100||APS141PF||SKUMAR||M3_IDM_XML||0||*NO|*YES|*NO||LETTER|20260504|164437|20260504|1|ERICP1|3|3||3|1777913077612|0
100||APS161PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164437|20260504|1|ERICP1|3|3||3|1777913077683|0
100||APS162PF||SKUMAR||M3_IDM_COM||0||*NO|*YES|*YES||LETTER|20260504|164437|20260504|1|ERICP1|3|3||3|1777913077743|0
100||APS163PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164437|20260504|1|ERICP1|3|3||3|1777913077808|0
100||APS164PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164437|20260504|1|ERICP1|3|3||3|1777913077866|0
100||APS198PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164437|20260504|1|ERICP1|3|3||3|1777913077929|0
100||APS311PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164437|20260504|1|ERICP1|3|3||3|1777913077995|0
100||APS383PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164438|20260504|1|ERICP1|3|3||3|1777913078059|0
100||APS403PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164438|20260504|1|ERICP1|3|3||3|1777913078120|0
100||APS428PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164438|20260504|1|ERICP1|3|3||3|1777913078177|0
100||APS433PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164438|20260504|1|ERICP1|3|3||3|1777913078240|0
100||APS443PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164438|20260504|1|ERICP1|3|3||3|1777913078304|0
100||APS457PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164438|20260504|1|ERICP1|3|3||3|1777913078363|0
100||APS464PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164438|20260504|1|ERICP1|3|3||3|1777913078416|0
100||APS501PF||SKUMAR||M3_IDM_COM||0||*NO|*YES|*NO||LETTER|20260504|164438|20260504|1|ERICP1|3|3||3|1777913078469|0
100||APS506PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164438|20260504|1|ERICP1|3|3||3|1777913078528|0
100||APS511PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164438|20260504|1|ERICP1|3|3||3|1777913078581|0
100||APS516PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164438|20260504|1|ERICP1|3|3||3|1777913078642|0
100||APS521PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164438|20260504|1|ERICP1|3|3||3|1777913078695|0
100||APS526PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164438|20260504|1|ERICP1|3|3||3|1777913078750|0
100||APS531PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164438|20260504|1|ERICP1|3|3||3|1777913078808|0
100||APS541PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164438|20260504|1|ERICP1|3|3||3|1777913078863|0
100||APS542PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164438|20260504|1|ERICP1|3|3||3|1777913078923|0
100||APS546PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164438|20260504|1|ERICP1|3|3||3|1777913078976|0
100||APS552PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164439|20260504|1|ERICP1|3|3||3|1777913079035|0
100||APS556PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164439|20260504|1|ERICP1|3|3||3|1777913079087|0
100||APS561PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164439|20260504|1|ERICP1|3|3||3|1777913079141|0
100||APS566PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164439|20260504|1|ERICP1|3|3||3|1777913079207|0
100||APS571PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164439|20260504|1|ERICP1|3|3||3|1777913079262|0
100||APS576PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164439|20260504|1|ERICP1|3|3||3|1777913079317|0
100||APS582PF||SKUMAR||M3_IDM_COM||0||*NO|*YES|*NO||LETTER|20260504|164439|20260504|1|ERICP1|3|3||3|1777913079373|0
100||APS587PF||SKUMAR||M3_IDM_COM||0||*NO|*YES|*NO||LETTER|20260504|164439|20260504|1|ERICP1|3|3||3|1777913079422|0
100||APS607PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164439|20260504|1|ERICP1|3|3||3|1777913079480|0
100||APS612P2||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164439|20260504|1|ERICP1|3|3||3|1777913079548|0
100||APS612PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164439|20260504|1|ERICP1|3|3||3|1777913079610|0
100||APS912PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164439|20260504|1|ERICP1|3|3||3|1777913079667|0
100||APS917PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164439|20260504|1|ERICP1|3|3||3|1777913079722|0
100||ARS132PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164439|20260504|1|ERICP1|3|3||3|1777913079781|0
100||ARS133PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164439|20260504|1|ERICP1|3|3||3|1777913079847|0
100||ARS137PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164439|20260504|1|ERICP1|3|3||3|1777913079949|0
100||ARS138PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164440|20260504|1|ERICP1|3|3||3|1777913080005|0
100||ARS143PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164440|20260504|1|ERICP1|3|3||3|1777913080061|0
100||ARS149PF||SKUMAR||M3_IDM_XML||0||*NO|*YES|*NO||A4|20260504|164440|20260504|1|ERICP1|3|3||3|1777913080117|0
100||ARS153PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||A4|20260504|164440|20260504|1|ERICP1|3|3||3|1777913080182|0
100||ARS159PF||SKUMAR||M3_IDM_XML||0||*NO|*YES|*NO||A4|20260504|164440|20260504|1|ERICP1|3|3||3|1777913080242|0
100||ARS163PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||A4|20260504|164440|20260504|1|ERICP1|3|3||3|1777913080308|0
100||ARS173PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||A4|20260504|164440|20260504|1|ERICP1|3|3||3|1777913080366|0
100||ARS183PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||A4|20260504|164440|20260504|1|ERICP1|3|3||3|1777913080424|0
100||ARS193PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||A4|20260504|164440|20260504|1|ERICP1|3|3||3|1777913080530|0
100||ARS197PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||A4|20260504|164440|20260504|1|ERICP1|3|3||3|1777913080589|0
100||ARS305PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||A4|20260504|164440|20260504|1|ERICP1|3|3||3|1777913080651|0
