CIFILE	CISOPT	CITX40	CITX15	CIKEY1	CIAGG1	CIDSC1	CIKEY2	CIAGG2	CIDSC2	CIKEY3	CIAGG3	CIDSC3	CIKEY4	CIAGG4	CIDSC4	CIKEY5	CIAGG5	CIDSC5	CIKEY6	CIAGG6	CIDSC6	CIKEY7	CIAGG7	CIDSC7	CIKEY8	CIAGG8	CIDSC8	CIKEY9	CIAGG9	CIDSC9	CIKE10	CIAG10	CIDS10	CIKE11	CIAG11	CIDS11	CIKE12	CIAG12	CIDS12	CIKE13	CIAG13	CIDS13	CIKE14	CIAG14	CIDS14	CIKE15	CIAG15	CIDS15	CISEL1	CISOK1	CIOPR1	CIVAL1	CISEL2	CISOK2	CIOPR2	CIVAL2	CISEL3	CISOK3	CIOPR3	CIVAL3	CISEL4	CISOK4	CIOPR4	CIVAL4	CISEL5	CISOK5	CIOPR5	CIVAL5	CISEL6	CISOK6	CIOPR6	CIVAL6	CISTAT	CITXID	CIRGDT	CIRGTM	CILMDT	CICHNO	CICHID	CIMS51	CIMS52	CIMS53	CIMS54	CILMTS	CIJNSO	CIJNTB	CISOPM	CISOPJ	CISECF
OOHEAD    	20	OOHEAD20	OOHEAD20       	OACUNO	0	0	OARLDT	0	0	OAORNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65736	20131219	0	MOVEX     	WCU02	WRLD1	WOR03	     	1387465056245	0	          	  	  	
OOHEAD    	30	OOHEAD30	OOHEAD30       	OACUOR	0	0	OACUNO	0	0	OAORNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65736	20131219	0	MOVEX     	WCU12	WCU02	WOR03	     	1387465056245	0	          	  	  	
OOHEAD    	40	OOHEAD40	OOHEAD40       	OAFACI	0	0	OAORNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65736	20131219	0	MOVEX     	WFAC3	WOR03	     	     	1387465056245	0	          	  	  	
OOHEAD    	50	OOHEAD50	OOHEAD50       	OAFACI	0	0	OACUOR	0	0	OACUNO	0	0	OAORNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65736	20131219	0	MOVEX     	WFAC3	WCU12	WCU02	WOR03	1387465056245	0	          	  	  	
OOHEAD    	60	OOHEAD60	OOHEAD60       	OAFACI	0	0	OAPYNO	0	0	OAOBLC	0	0	OAORDT	0	0	OAORNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65736	20131219	0	MOVEX     	WFAC3	WPY01	WOBC1	WORD1	1387465056245	0	          	  	  	
OOHEAD    	70	OOHEAD70	OOHEAD70       	OAAGNO	0	0	OACUNO	0	0	OAORNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65736	20131219	0	MOVEX     	WAG04	WCU02	WOR03	     	1387465056260	0	          	  	  	
OOHEAD    	87	OOHEAD87	OOHEAD87       	OAPYNO	0	0	OAOBLC	0	0	OAORDT	0	0	OAORNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65736	20131219	0	MOVEX     	WPY01	WOBC1	WORD1	WOR03	1387465056260	0	          	  	  	
OOHEAD    	88	OOHEAD88	OOHEAD88       	OAINRC	0	0	OAORNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65736	20131219	0	MOVEX     	WIN2C	WOR03	     	     	1387465056260	0	          	  	  	
OOIPOL    	00	OOIPOL00	OOIPOL00       	OODIVI	0	0	OOINOT	0	0	OOINOQ	0	0	OOWHLO	0	0	OOITNO	0	0	OODOCA	0	0	OODRDN	0	0	OODRDL	0	0	OODRDX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65806	20131219	0	MOVEX     	WDI01	WINOT	WINOQ	WWH01	1387465086340	0	          	  	  	
OOIPOL    	10	OOIPOL10	OOIPOL10       	OODOCA	0	0	OODRDN	0	0	OODRDL	0	0	OODRDX	0	0	OODIVI	0	0	OOINOT	0	0	OOINOQ	0	0	OOWHLO	0	0	OOITNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65806	20131219	0	MOVEX     	WDR25	WDR26	WDR27	WPO02	1387465086340	0	          	  	  	
OOIPOL    	20	OOIPOL20	OOIPOL20       	OODIVI	0	0	OOINOT	0	0	OOINOQ	0	0	OOWHLO	0	0	OOITNO	0	0	OOINIP	0	0	OODWDT	0	0	OOPRIO	0	0	OODOCA	0	0	OODRDN	0	0	OODRDL	0	0	OODRDX	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65806	20131219	0	MOVEX     	WDI01	WINOT	WINOQ	WWH01	1387465086356	0	          	  	  	
OOIPOL    	30	OOIPOL30	OOIPOL30       	OODIVI	0	0	OOINOT	0	0	OOINOQ	0	0	OOWHLO	0	0	OOITNO	0	0	OODOCA	0	0	OOCUNO	0	0	OODRDN	0	0	OODRDL	0	0	OODRDX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65806	20131219	0	MOVEX     	WDI01	WINOT	WINOQ	WWH01	1387465086356	0	          	  	  	
OOIPOL    	40	OOIPOL40	OOIPOL40       	OODIVI	0	0	OOINOT	0	0	OOINOQ	0	0	OOWHLO	0	0	OOITNO	0	0	OODOCA	0	0	OOINIP	0	0	OODWDT	0	0	OOPRIO	0	0	OODRDN	0	0	OODRDL	0	0	OODRDX	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65806	20131219	0	MOVEX     	WDI01	WINOT	WINOQ	WWH01	1387465086356	0	          	  	  	
OOIPOS    	00	OOIPOS00	OOIPOS00       	OODIVI	0	0	OOINOT	0	0	OOINOQ	0	0	OOWHLO	0	0	OOITNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65805	20131219	0	MOVEX     	WDI01	WINOT	WINOQ	WWH01	1387465085932	0	          	  	  	
OOIPOS    	10	OOIPOS10	OOIPOS10       	OODIVI	0	0	OOINOT	0	0	OOINOQ	0	0	OOITNO	0	0	OOWHLO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65805	20131219	0	MOVEX     	WDI01	WINOT	WINOQ	WIT01	1387465085932	0	          	  	  	
OOIPOS    	20	OOIPOS20	OOIPOS20       	OODENO	0	0	OODIVI	0	0	OOINOT	0	0	OOINOQ	0	0	OOITNO	0	0	OOWHLO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65805	20131219	0	MOVEX     	WTR09	WDI01	WINOT	WINOQ	1387465085932	0	          	  	  	
OOIPOS    	30	OOIPOS30	OOIPOS30       	OOWHLO	0	0	OOITNO	0	0	OODIVI	0	0	OOINOT	0	0	OOINOQ	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65805	20131219	0	MOVEX     	WWH01	WIT01	WDI01	WINOT	1387465085932	0	          	  	  	
OOLIAR    	00	OOLIAR00	OOLIAR00       	UXCUNO	0	0	UXAGNO	0	0	UXFDAT	0	0	UXSTDT	0	0	UXITNO	0	0	UXORNO	0	0	UXPONR	0	0	UXPOSX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65745	20131219	0	MOVEX     	WCU02	WAG04	WFD01	WSTD1	1387465065692	0	          	  	  	
OOLIAR    	10	OOLIAR10	OOLIAR10       	UXORNO	0	0	UXPONR	0	0	UXPOSX	0	0	UXCUNO	0	0	UXAGNO	0	0	UXFDAT	0	0	UXSTDT	0	0	UXITNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65745	20131219	0	MOVEX     	WOR03	WPO03	WPO02	WCU02	1387465065692	0	          	  	  	
OOLIAR    	20	OOLIAR20	OOLIAR20       	UXCUNO	0	0	UXAGNO	0	0	UXFDAT	0	0	UXAGLN	0	0	UXORNO	0	0	UXPONR	0	0	UXPOSX	0	0	UXSTDT	0	0	UXITNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65745	20131219	0	MOVEX     	WCU02	WAG04	WFD01	WSE00	1387465065708	0	          	  	  	
OOLINE    	00	OOLINE00	OOLINE00       	OBORNO	0	0	OBPONR	0	0	OBPOSX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30832	20140322	0	MOVEX     	WOR03	WPO03	WPO02	     	1395482912282	0	          	  	  	
OOLINE    	11	OOLINE11	OOLINE11       	OBORNO	0	0	OBHDPR	0	0	OBWHLO	0	0	OBALUN	0	0	OBORST	0	0	OBCODT	0	0	OBCOHM	0	0	OBADID	0	0	OBLTYP	0	0	OBPONR	0	0	OBPOSX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30832	20140322	0	MOVEX     	WOR03	WHD01	WWH01	WAL02	1395482912298	0	          	  	  	
OOLINE    	21	OOLINE21	OOLINE21       	OBWHLO	0	0	OBITNO	0	0	OBORNO	0	0	OBPONR	0	0	OBPOSX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30832	20140322	0	MOVEX     	WWH01	WIT01	WOR03	WPO03	1395482912298	0	          	  	  	
OOLINE    	30	OOLINE30	OOLINE30       	OBORNO	0	0	OBJDCD	0	0	OBCODT	0	0	OBCOHM	0	0	OBPONR	0	0	OBPOSX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30832	20140322	0	MOVEX     	WOR03	WJDCD	WCFD1	WCFD8	1395482912298	0	          	  	  	
OOLINE    	31	OOLINE31	OOLINE31       	OBORNO	0	0	OBJDCD	0	0	OBPONR	0	0	OBPOSX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30832	20140322	0	MOVEX     	WOR03	WJDCD	WPO03	WPO02	1395482912298	0	          	  	  	
OOLINE    	40	OOLINE40	OOLINE40       	OBORNO	0	0	OBRORC	0	0	OBPONR	0	0	OBPOSX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30832	20140322	0	MOVEX     	WOR03	WRO19	WPO03	WPO02	1395482912298	0	          	  	  	
OOLINE    	50	OOLINE50	OOLINE50       	OBORNO	0	0	OBORST	0	0	OBPONR	0	0	OBPOSX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30832	20140322	0	MOVEX     	WOR03	WOR07	WPO03	WPO02	1395482912314	0	          	  	  	
OOLINE    	54	OOLINE54	OOLINE54       	OBORNO	0	0	OBORST	0	0	OBPONR	0	0	OBPOSX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30832	20140322	0	MOVEX     	WOR03	WOR07	WPO03	WPO02	1395482912314	0	          	  	  	
OOLINE    	60	OOLINE60	OOLINE60       	OBORNO	0	0	OBADID	0	0	OBPONR	0	0	OBPOSX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30832	20140322	0	MOVEX     	WOR03	WAD10	WPO03	WPO02	1395482912314	0	          	  	  	
OOLINE    	70	OOLINE70	OOLINE70       	OBAGNO	0	0	OBCUNO	0	0	OBORNO	0	0	OBPONR	0	0	OBPOSX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30832	20140322	0	MOVEX     	WAG04	WCU02	WOR03	WPO03	1395482912314	0	          	  	  	
OOLINE    	71	OOLINE71	OOLINE71       	OBCUNO	0	0	OBITNO	0	0	OBCODZ	0	0	OBADID	0	0	OBORNO	0	0	OBPONR	0	0	OBPOSX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30832	20140322	0	MOVEX     	WCU02	WIT01	WCFD1	WAD10	1395482912329	0	          	  	  	
OOLINE    	75	OOLINE75	OOLINE75       	OBAGNO	0	0	OBBAGC	0	0	OBBAGD	0	0	OBAGLN	0	0	OBDWDT	0	0	OBDWHM	0	0	OBORNO	0	0	OBPONR	0	0	OBPOSX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30832	20140322	0	MOVEX     	WAG04	WBA0C	WBA0D	WSE00	1395482912329	0	          	  	  	
OOLINE    	80	OOLINE80	OOLINE80       	OBITNO	0	0	OBORNO	0	0	OBPONR	0	0	OBPOSX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30832	20140322	0	MOVEX     	WIT01	WOR03	WPO03	WPO02	1395482912329	0	          	  	  	
OOLINE    	85	OOLINE85	OOLINE85       	OBORNO	0	0	OBPWNR	0	0	OBPWSX	0	0	OBPONR	0	0	OBPOSX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30832	20140322	0	MOVEX     	WOR03	WPO03	WPO02	WPO03	1395482912329	0	          	  	  	
OOLINE    	90	OOLINE90	OOLINE90       	OBPROJ	0	0	OBELNO	0	0	OBITNO	0	0	OBWHLO	0	0	OBCUNO	0	0	OBORNO	0	0	OBPONR	0	0	OBPOSX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30832	20140322	0	MOVEX     	WPR98	WEL07	WIT01	WWH01	1395482912329	0	          	  	  	
OOLINE    	94	OOLINE94	OOLINE94       	OBORNO	0	0	OBITNO	0	0	OBPONR	0	0	OBPOSX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30832	20140322	0	MOVEX     	WOR03	WIT01	WPO03	WPO02	1395482912345	0	          	  	  	
OOLINE    	95	OOLINE95	OOLINE95       	OBOFNO	0	0	OBVERS	0	0	OBOFNR	0	0	OBOFSX	0	0	OBORNO	0	0	OBPONR	0	0	OBPOSX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30832	20140322	0	MOVEX     	WOF02	WVE04	WPO03	WPO02	1395482912345	0	          	  	  	
OOLINE    	96	OOLINE96	OOLINE96       	OBORNO	0	0	OBWHLO	0	0	OBITNO	0	0	OBPONR	0	0	OBPOSX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30832	20140322	0	MOVEX     	WOR03	WWH01	WIT01	WPO03	1395482912345	0	          	  	  	
OOPINH    	00	OOPINH00	OOPINH00       	OHDIVI	0	0	OHPPYN	0	0	OHRYEA	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30828	20140322	0	MOVEX     	WDI01	WPPYN	WYEA6	     	1395482908049	0	          	  	  	
OOPINH    	10	OOPINH10	OOPINH10       	OHDIVI	0	0	OHCUNO	0	0	OHCOIV	0	0	OHYEA4	0	0	OHPPYN	0	0	OHRYEA	0	0	OHPPYT	0	0	OHPYRE	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30828	20140322	0	MOVEX     	WDI01	WCU02	WCOIV	WYEA1	1395482908049	0	          	  	  	
OOPINH    	20	OOPINH20	OOPINH20       	OHDIVI	0	0	OHSTAT	0	0	OHCUNO	0	0	OHCOIV	0	0	OHYEA4	0	0	OHPPYN	0	0	OHRYEA	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30828	20140322	0	MOVEX     	WDI01	WST03	WCU02	WCOIV	1395482908065	0	          	  	  	
OOPINH    	30	OOPINH30	OOPINH30       	OHDIVI	0	0	OHCUNO	0	0	OHPYRE	0	0	OHCOIV	0	0	OHYEA4	0	0	OHPPYN	0	0	OHRYEA	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30828	20140322	0	MOVEX     	WDI01	WCU02	WPYRE	WCOIV	1395482908065	0	          	  	  	
OOPINH    	40	OOPINH40	OOPINH40       	OHDIVI	0	0	OHPYRE	0	0	OHPPYT	0	0	OHCUNO	0	0	OHPPYN	0	0	OHRYEA	0	0	OHCOIV	0	0	OHYEA4	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30828	20140322	0	MOVEX     	WDI01	WPYRE	WPPYT	WCU02	1395482908065	0	          	  	  	
OOPINH    	50	OOPINH50	OOPINH50       	OHDIVI	0	0	OHSTAT	0	0	OHPPYT	0	0	OHCUNO	0	0	OHPPYN	0	0	OHRYEA	0	0	OHCOIV	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30828	20140322	0	MOVEX     	WDI01	WST03	WPPYT	WCU02	1395482908065	0	          	  	  	
OOPINH    	60	OOPINH60	OOPINH60       	OHDIVI	0	0	OHCOIV	0	0	OHYEA4	0	0	OHPPYT	0	0	OHPPYN	0	0	OHRYEA	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30828	20140322	0	MOVEX     	WDI01	WCOIV	WYEA1	WPPYT	1395482908065	0	          	  	  	
OOPINH    	70	OOPINH70	OOPINH70       	OHDIVI	0	0	OHPYNO	0	0	OHPYRE	0	0	OHCOIV	0	0	OHYEA4	0	0	OHPPYN	0	0	OHRYEA	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30828	20140322	0	MOVEX     	WDI01	WPY01	WPYRE	WCOIV	1395482908065	0	          	  	  	
OOPINH    	80	OOPINH80	OOPINH80       	OHDIVI	0	0	OHORNO	0	0	OHPPYT	0	0	OHPPYN	0	0	OHRYEA	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30828	20140322	0	MOVEX     	WDI01	WOR03	WPPYT	WPPYN	1395482908081	0	          	  	  	
OOPINV    	00	OOPINV00	OOPINV00       	OHORNO	0	0	OHIPDT	0	0	OHSEQN	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30826	20140322	0	MOVEX     	WOR03	WIP02	WSE00	     	1395482906899	0	          	  	  	
OOPINV    	10	OOPINV10	OOPINV10       	OHIVST	0	0	OHIPDT	0	0	OHORNO	0	0	OHSEQN	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30826	20140322	0	MOVEX     	WIV03	WIP02	WOR03	WSE00	1395482906899	0	          	  	  	
OOPINV    	20	OOPINV20	OOPINV20       	OHIVST	0	0	OHORNO	0	0	OHIPDT	0	0	OHSEQN	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30826	20140322	0	MOVEX     	WIV03	WOR03	WIP02	WSE00	1395482906899	0	          	  	  	
OOPINV    	30	OOPINV30	OOPINV30       	OHDIVI	0	0	OHYEA4	0	0	OHIVST	0	0	OHINPX	0	0	OHIVNO	0	0	OHORNO	0	0	OHIPDT	0	0	OHSEQN	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30826	20140322	0	MOVEX     	WDI01	WYEA1	WIV03	WINB6	1395482906899	0	          	  	  	
OOPINV    	40	OOPINV40	OOPINV40       	OHDIVI	0	0	OHYEA4	0	0	OHINPX	0	0	OHIVNO	0	0	OHORNO	0	0	OHIPDT	0	0	OHSEQN	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30826	20140322	0	MOVEX     	WDI01	WYEA1	WINB6	WIV04	1395482906915	0	          	  	  	
OOPINV    	41	OOPINV41	OOPINV41       	OHDIVI	0	0	OHYEA4	0	0	OHEXIN	0	0	OHORNO	0	0	OHIPDT	0	0	OHSEQN	0	0	OHINPX	0	0	OHIVNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30826	20140322	0	MOVEX     	WDI01	WYEA1	WEX47	WOR03	1395482906915	0	          	  	  	
OOPINV    	42	OOPINV42	OOPINV42       	OHCUNO	0	0	OHIPDT	0	0	OHORNO	0	0	OHIVST	0	0	OHSEQN	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30826	20140322	0	MOVEX     	WCU02	WIP02	WOR03	WIV03	1395482906915	0	          	  	  	
OOPINV    	43	OOPINV43	OOPINV43       	OHCUNO	0	0	OHIVST	0	0	OHORNO	0	0	OHIPDT	0	0	OHSEQN	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30826	20140322	0	MOVEX     	WCU02	WIV03	WOR03	WIP02	1395482906915	0	          	  	  	
OOPINV    	50	OOPINV50	OOPINV50       	OHPPYN	0	0	OHRYEA	0	0	OHORNO	0	0	OHIPDT	0	0	OHSEQN	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30826	20140322	0	MOVEX     	WPPYN	WYEA6	WOR03	WIP02	1395482906915	0	          	  	  	
