CJCONO	CJPGNM	CJQTTP	CJTX40	CJTX15	CJFILE	CJSOPT	CJNFTR	CJPAV1	CJPAV2	CJPAV3	CJPAV4	CJPAV5	CJPAV6	CJPSEQ	CJTABL	CJAGGR	CJOBK1	CJOBK2	CJOBK3	CJOBK4	CJOBK5	CJOBK6	CJOBK7	CJTXID	CJRGDT	CJRGTM	CJLMDT	CJCHNO	CJCHID	CJSOZ1	CJSOZ2	CJSOZ3	CJSOZ4	CJSOZ5	CJSOZ6	CJIBCA	CJLMTS	CJSNDI	CJCHNF	CJCHAG	CJAGRG	CJMXRE	CJSLF1	CJJNSO	CJSLF2	CJSLF3	CJSUB1	CJSUB2	CJSUB3	CJHLAL	CJSBFD	CJSDSN	CJCON1
0	MMS240    	12	Price model, Item number, Serial number	PrMdl, Itmno   	MILOIN    	93	0	STD12-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63254	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463574189	0	0	0	0	0	LISTAT	0	LIEQTP	LIEQGR	0	0	0	0	          	0	               
0	MMS240    	13	Serial number, Item number	Serno, Itmno   	MILOIN    	30	0	STD13-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63254	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463574205	0	0	0	0	0	LISTAT	0	LIEQTP	LIEQGR	0	0	0	0	          	0	               
0	MMS250    	1	Item no, Serial no, Currency, Valid from	Itmno, Serno   	MMSNPR    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63255	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463575523	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MMS250    	2	Item no, Serial no, Currency, Valid from	Itmno, Serno   	MMSNPR    	00	2	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63255	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463575539	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MMS257    	1	Item no, Serial no, Order cat, Order no	Itmno, Serno   	METRTR    	00	2	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63257	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463577536	0	0	0	0	0	T1STAT	0	      	      	0	0	0	0	          	0	               
0	MMS257    	2	Item no, Serial no, Str date, Order cat	Itmno, Serno   	METRTR    	10	2	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63257	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463577552	0	0	0	0	0	T1STAT	0	      	      	0	0	0	0	          	0	               
0	MMS257    	3	Spare Parts Sale	               	METRTR    	10	2	STD03-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63257	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463577583	0	0	0	0	0	T1STAT	0	      	      	0	0	0	0	          	0	               
0	MMS295    	1	Item number, Lot number, Start date	Itmno, Lot     	MIEQWH    	00	2	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63257	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463577910	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MMS300    	1	Ph invent no	Invvo          	MITTKH    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63258	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463578958	0	0	0	0	0	SHWHLO	0	SHSTAT	      	0	0	0	0	          	0	               
0	MMS300    	2	Warehouse, Ph invent no	Whs, Invvo     	MITTKH    	20	0	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63258	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463578958	0	0	0	0	0	SHWHLO	0	SHSTAT	      	0	0	0	0	          	0	               
0	MMS300    	3	Status, Ph invent no	Sts, Invvo     	MITTKH    	30	0	STD03-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63258	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463578973	0	0	0	0	0	SHWHLO	0	SHSTAT	      	0	0	0	0	          	0	               
0	MMS300    	4	Ph invent mtd, Warehouse, Ph invent no	Invmt, Whs     	MITTKH    	10	0	STD04-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63258	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463578989	0	0	0	0	0	SHSTMD	0	SHSTAT	      	0	0	0	0	          	0	               
0	MMS301    	1	Ph inv no, Ph inv ln, Recount no	Invvo, Inv l   	MITTKD    	00	1	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63300	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463580257	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MMS301    	2	Ph inv no, Recount no, Ph inv ln	Invvo, Recou   	MITTKD    	80	1	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63300	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463580273	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MMS301    	3	Ph inv no, Location, Item no, Lot number	Invvo, Loc     	MITTKD    	50	1	STD03-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63300	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463580288	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MMS301    	4	Ph inv no, Alias no, Item no, Ph inv ln	Invvo, Alias   	MITTKD    	20	1	STD04-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63300	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463580306	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MMS301    	5	Ph inv no, Item no, Alias no, Ph inv ln	Invvo, Itmno   	MITTKD    	30	1	STD05-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63300	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463580306	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MMS301    	6	Ph inv no, Style no, Seq number, Seq num	Invvo, Style   	MITTKD    	70	1	STD06-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63300	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463580321	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MMS307    	1	Ph inv no, Ph inv ln, Recount no	Invvo, Inv l   	MITTKV    	00	1	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63301	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463581025	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MMS307    	2	Ph inv no, Item no, Ph inv ln, Recount n	Invvo, Itmno   	MITTKV    	10	1	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63301	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463581043	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MMS307    	3	Ph inv no, Difference, Item no, Ph inv l	Invvo, Diff    	MITTKV    	20	1	STD03-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63301	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463581043	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MMS307    	4	Ph inv no, Difference, Item no, Ph inv l	Invvo, Diff    	MITTKV    	30	1	STD04-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63301	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463581059	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MMS307    	5	Ph inv no, Diff amt, Item no, Ph inv ln	Invvo, D amt   	MITTKV    	40	1	STD05-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63301	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463581074	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MMS307    	6	Ph inv no, Diff amt, Item no, Ph inv ln	Invvo, D amt   	MITTKV    	50	1	STD06-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63301	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463581090	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MNS120    	1	File type, File	Filtp, File    	CFIHEA    	30	1	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63301	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463581952	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MNS120    	2	File type, Archiving progr, File	Filtp, Progr   	CFIHEA    	40	2	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63301	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463581967	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MNS121    	1	File, Field	File, Field    	CFIFFD    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63302	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463582785	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MNS121    	2	File, Field external, Field	File, Field    	CFIFFD    	05	0	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63302	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463582800	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MNS121    	3	File, Name, Field	File, Name     	CFIFFD    	10	0	STD03-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63302	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463582816	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MNS121    	4	File, IBO, Field	File, IBO      	CFIFFD    	20	0	STD04-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63302	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463582831	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MNS121    	5	File, Field w/o pfx, Field	File, Field    	CFIFFD    	30	0	STD05-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63302	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463582831	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MNS121    	6	Field, File	Field, File    	CFIFFD    	40	0	STD06-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63302	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463582847	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MNS121    	7	Ref field, Field, File	Ref f, Field   	CFIFFD    	50	0	STD07-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63302	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463582863	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS057    	1	Ref ord ct, Ref order, Ref ord ln, Line	Refoc, Ref o   	MMOSER    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63304	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463584239	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS057    	2	Service, Struct tp, Ref ord ct, Ref orde	Serv, Strtp    	MMOSER    	10	0	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63304	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463584255	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS057    	3	Ref ID cd, Order no, Order line, Line su	RefID, Ordno   	MMOSER    	20	0	STD03-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63304	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463584255	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS129    	1	Order type, Facility, Cstng type	Or tp, Fac     	MMOCTP    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63304	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463584618	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS156    	1	Address no	Adrno          	MOADDR    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63305	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463585312	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS156    	2	Name, Address no	Name, Adrno    	MOADDR    	10	0	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63305	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463585328	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS156    	3	Address line 1, Address no	Adr 1, Adrno   	MOADDR    	20	0	STD03-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63305	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463585328	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS156    	4	Description, Address no	Descr, Adrno   	MOADDR    	30	0	STD04-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63305	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463585343	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS198    	1	Planned order, Pl order sub no, Sub no	Plo, Subno     	MWOPLP    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63309	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463589202	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS198    	2	Nxt item, Next S/N, NH pos, Service pr	N itm, NXS/N   	MWOPLP    	92	0	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63309	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463589218	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS198    	3	Product, Lot number, Rel date, Struct tp	Prod, Lot      	MWOPLP    	70	0	STD03-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63309	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463589218	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS461    	1	Sales model	SlsMd          	MOASLM    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63309	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463589489	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS462    	1	Price model	PrMdl          	MOAPRM    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63309	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463589756	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS463    	1	Dealer model	Deale          	MOADLM    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63310	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463590024	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS464    	1	Compatib cd	Comp           	MOACMC    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63310	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463590260	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS467    	1	Sales model, Price model, Item number	SlsMd, PrMdl   	MOASCO    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63310	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463590794	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS467    	2	Item number, Sales model, Price model	Itmno, SlsMd   	MOASCO    	10	0	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63310	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463590810	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS467    	3	Item number, Price model, Sales model	Itmno, PrMdl   	MOASCO    	20	0	STD03-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63310	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463590810	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS720    	1	Facility, Warranty ticket	Fac, Wa ti     	MWAROP    	00	1	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63312	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463592578	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS720    	2	Facility, Entitl no, War ticket	Fac, EntNo     	MWAROP    	10	1	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63312	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463592578	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS721    	1	Supplier	Suppl          	MWARDT    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63312	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463592952	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS750    	1	Claim	Claim          	ACLHED    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63314	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463594518	0	0	0	0	0	AZSTAT	0	      	      	0	0	0	0	          	0	               
0	MOS750    	10	Product, Lot number, Claim	Prod, Lot      	ACLHED    	10	0	STD10-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63314	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463594518	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS750    	20	Claim, Ref order, Ref ord ln, Product	Claim, Ref o   	ACLHED    	20	0	STD20-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63314	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463594536	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS750    	30	Ref ord ct, Ref order, Ref ord ln, Line	Refoc, Ref o   	ACLHED    	30	0	STD30-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63314	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463594536	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS750    	40	Alpha field 7, Claim	Alp 7, Claim   	ACLHED    	40	0	STD40-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63314	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463594551	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS750    	50	Timestamp, Claim	Time, Claim    	ACLHED    	50	0	STD50-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63314	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463594567	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS750    	60	Claim type, Claim	ClmTy, Claim   	ACLHED    	60	1	STD60-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63314	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463594583	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS751    	1	Claim, Version, Claim spec	Claim, Vsn     	ACLSPC    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63316	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463596031	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS751    	10	Claim, Item no, Serial no, Version	Claim, Itmno   	ACLSPC    	10	0	STD10-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63316	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463596046	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS751    	20	Claim, Version, Sequence no, Claim spec	Claim, Vsn     	ACLSPC    	20	0	STD20-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63316	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463596062	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MOS751    	30	Claim, Version, Claim spec, Line type	Claim, Vsn     	ACLSPC    	30	1	STD30-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63316	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463596062	0	0	0	0	0	AZCLNO	0	      	      	2	0	0	0	          	0	               
0	MOS810    	1	Serv mgr, Empl no, Str date, Start time	Mgr, Empno     	MMOPTR    	15	1	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63319	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463599963	0	0	0	0	0	QJEMNO	0	QJSTDT	QJSTAT	2	3	0	0	          	0	               
0	MOS810    	2	Empl no, Str date, Start time, Facility	Empno, Strdt   	MMOPTR    	16	1	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63319	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463599979	0	0	0	0	0	QJSTDT	0	QJSTAT	      	2	0	0	0	          	0	               
0	MWS024    	1	Warehouse, Equipment, U/M	Whs, Equip     	MITEQO    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63320	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463600261	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MWS070    	1	Warehouse, item, entry date, entry time	w/item/entry dt	MITTRA    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63322	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463602559	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MWS070    	10	Warehouse, item, trans date, trans time	w/item/trans dt	MITTRA    	10	0	STD10-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63322	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463602575	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MWS070    	20	Item, lot number, stock transaction type	item/lot/tr tp 	MITTRA    	20	0	STD20-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63322	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463602590	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MWS070    	30	Stock trans type, order no., order line	tr tp/ord no   	MITTRA    	30	0	STD30-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63322	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463602606	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MWS070    	40	Reference order category, number, line	ref order      	MITTRA    	40	0	STD40-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63322	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463602621	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MWS070    	50	Stock trans type, ref text, warehouse	tr tp/ref txt  	MITTRA    	50	0	STD50-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63322	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463602653	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MWS070    	60	Order no, Order line, Line suff, Dely no	Ordno, Line    	MITTRA    	60	0	STD60-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63322	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463602653	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MWS070    	80	Accounting no, trans date, st trans type	acc no./tr dt  	MITTRA    	80	0	STD80-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63322	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463602668	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MWS070    	81		               	MITTRA    	81	0	STD81-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63322	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463602684	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MWS070    	90	Warehouse, Item no, Lot number, Trans dt	Whs, Itmno     	MITTRA    	90	0	STD90-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63322	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463602699	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MWS090    	1	Entitlement no	EntNo          	MITCEN    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63323	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463603958	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MWS090    	2	Order category, Order number, Order line	Ordct, Ordno   	MITCEN    	10	0	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63323	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463603958	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MWS090    	3	Order category, Order number, Order line	Ordct, Ordno   	MITCEN    	15	0	STD03-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63323	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463603974	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MWS090    	5	Customer, Item no, Enti st dt, Warehouse	Cust, Itmno    	MITCEN    	25	0	STD05-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63323	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463603990	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MWS090    	7	Supplier, Item no, Enti st dt, Warehouse	Suppl, Itmno   	MITCEN    	35	0	STD07-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63323	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463603990	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MWS090    	8	Item no, Customer, Enti st dt, Order cat	Itmno, Cust    	MITCEN    	40	0	STD08-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63324	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463604005	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MWS091    	1	Entitlement no, Sequence no	EntNo, Seqno   	MITCAT    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63324	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463604576	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MWS098    	1	Division, Item no, Serial no, Creation d	Div, Itmno     	MISCOR    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63325	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463605841	1	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
