"Type","ID","Name","thgskuid","thghjlegacyerpproductnumber","thgproductsize","thgskutype","thghjlegacyerpproductdescription","thgskustatus","thgskuname","thgskudescription","thguom","itemgroup","productgroup","itemtype","thgprimarymakebuy","thgnetweight","thggrossweight","thgproducttaxcode","thgreturnsallowed","thgareaofstudy","thgdegreedependent","thgdegreetype","thghjproductcollection","thghjschoolyear","thghjyeardated","thglicensingrate","thglicensingreferenceid","thgpackagingchangeoffered","thgpackagingoption","thgprimaryproductmaterial","thgproductcontent","thgproductroyaltygroup","thgproductid","accessorytype","badgetype","basecolor","chainlength","chaintype","charmtype","closuretype","color1","color2","color3","comeswithchain","comeswithcharmpendanttag","cordtype","thgdimensions","earringtype","embelishmentdecorating","engraving","engravingfont","engravinglines","engravingmaxcharacters","engravingmincharacters","engravingoptions","engravingpriceperchar","engravingsurcharge","fabrictype","findings","greekletter","greekletterdependent","hasstone","metalandmetalquality","metalfinishingfutroncolor","metalfinishingfutronrequired","metalfinishingnumberoffutroncolors","metalfinishingplating","metalfinishingpolishing","metalfinishingspiritblastcolorfinish","multipiececonstruction","pinshape","primaryribboncolor","ringfingersize","ringstylesize","ringtype","pintype","pendanttype","necklacetype","bracelettype","medaltype","insigniatype","secondaryribboncolor","sides","sizecategory","stoletype","stonearrangement","stonebottomcut","stonecolor","stonecolorbirthstone","stonequality","stonequalitydiamond","stoneshape","stonesize","stonetopcut","stonetreatment","stonetype","trimcolor","weavingtype","thgaltimagetext1","thgaltimagetext10","thgaltimagetext2","thgaltimagetext3","thgaltimagetext4","thgaltimagetext5","thgaltimagetext6","thgaltimagetext7","thgaltimagetext8","thgaltimagetext9","thgimagefilename10","thgimagefilename2","thgimagefilename3","thgimagefilename4","thgimagefilename5","thgimagefilename6","thgimagefilename7","thgimagefilename8","thgimagefilename9","thgimagesourcealt10","thgimagesourcealt4","thgimagesourcealt5","thgimagesourcealt6","thgimagesourcealt7","thgimagesourcealt8","thgimagesourcealt9","thgimagesourcealt1","thgimagesourcealt2","thgimagesourcealt3","thgimagesourcemain","thgimagetitle1","thgimagetitle10","thgimagetitle2","thgimagetitle3","thgimagetitle4","thgimagetitle5","thgimagetitle6","thgimagetitle7","thgimagetitle8","thgimagetitle9","thgmainimagefilename","thgmainimagetext","thgmainimagetitle","thghjbusinessentity","thghtcs","thgproductionleadtimeindays","thgspecialtyitem","thgspecialtyitemfulfillment","thgupc","thgwarrantydetail","thg3dmodel","thgecommercetaxonomy","thgfeaturedproduct","thgnewproduct","thgproductconfigurationrequired","thgproductpersonalizationallowed","thgproductpersonalizationrequired","thgproductsellable","thgrestricteditem","thgweblongdescription","thgwebshortdescription","metalweightdwt","metal","metalquality","containsgold","thglicensed","thglicensedcollection","Column(152)","Column(153)","Column(154)","Column(155)","Column(156)","Column(157)","Column(158)","Column(159)","Column(160)","Column(161)","Column(162)","Column(163)","Column(164)","Column(165)","Column(166)","Column(167)","Product Taxonomy"
"sku","","","A000190157","SLEEVE504","","Component","SLEEVE 504 BOX","20","SLEEVE 504 BOX","SLEEVE 504 BOX","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SLEEVE504","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000190158","SLEEVE509BOX","","Component","SLEEVE FOR 509T BOX","20","SLEEVE FOR 509T BOX","SLEEVE FOR 509T BOX","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SLEEVE509BOX","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000191819","SPCBGP","","Component","Stick Pin Clutch Back Yellow","20","Stick Pin Clutch Back Yellow","Stick Pin Clutch Back Yellow","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SPCBGP","Component","DELTA DELTA DELTA-PREPAID","428039","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000191820","SPCBNP","","Component","Stick Pin Clutch Back White","20","Stick Pin Clutch Back White","Stick Pin Clutch Back White","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SPCBNP","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000191835","SPLRG0EP24MM","","Component","NP 24MM SPLIT RING","20","NP 24MM SPLIT RING","NP 24MM SPLIT RING","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SPLRG0EP24MM","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000191843","SPLRGR3GF060X80","","Component","SPLIT RING GF  14/20 0.60 X 8MM","20","SPLIT RING GF  14/20 0.60 X 8MM","SPLIT RING GF  14/20 0.60 X 8MM","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SPLRGR3GF060X80","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000192060","STONE","","Component","STONES - SEE REMARKS","20","STONES - SEE REMARKS","STONES - SEE REMARKS","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","STONE","Component","FOX JEWELRY","140951","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000192129","SW1025F-F    SS","","Component","18"" SS FESTOONED NECKCHAIN W/SRG RING","20","18"" SS FESTOONED NECKCHAIN W/SRG RING","18"" SS FESTOONED NECKCHAIN W/SRG RING","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SW1025F-F    SS","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000192141","SWGPSNS0014X312","","Component","SWAGEDPOST14X312 F021412 60-82-14/312","20","SWAGEDPOST14X312 F021412 60-82-14/312","SWAGEDPOST14X312 F021412 60-82-14/312","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SWGPSNS0014X312","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000192142","SWGPSNS0014X375","","Component","SWAGEDPOST14X375 60-82-14-437","20","SWAGEDPOST14X375 60-82-14-437","SWAGEDPOST14X375 60-82-14-437","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SWGPSNS0014X375","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000192148","SWGPSNS0304X312","","Component","SWAGEDPOST304X312 5/16 IN F023043 60-82-304/312","20","SWAGEDPOST304X312 5/16 IN F023043 60-82-304/312","SWAGEDPOST304X312 5/16 IN F023043 60-82-304/312","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SWGPSNS0304X312","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000192149","SWGPSNS0304X375","","Component","SWAGEDPOST304X375","20","SWAGEDPOST304X375","SWAGEDPOST304X375","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SWGPSNS0304X375","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000192150","SWGPSNS0304X437","","Component","SWAGEDPOST304X437 F023046 60-82-304/437","20","SWAGEDPOST304X437 F023046 60-82-304/437","SWAGEDPOST304X437 F023046 60-82-304/437","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SWGPSNS0304X437","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000192161","SYSS    MSC","","Component","SYNTHETIC STONE SIZE 1-9","20","SYNTHETIC STONE SIZE 1-9","SYNTHETIC STONE SIZE 1-9","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYSS    MSC","Component","HEALTH CARE FACILITY","HEA002","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000192371","T0721SPJ15-RMAWD","","Finished Good","SOC OF PROFESSIONAL JOURNALIST","20","SOC OF PROFESSIONAL JOURNALIST","SOC OF PROFESSIONAL JOURNALIST","Each","","","Jewelry","Purchased","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","T0721SPJ15-RMAWD","ASK JENNIFER","SOCIETY PROF JOURNALISTS","133383","GREK","N/A - TBD IF THIS IS AN OUTSOURCED METAL","10/26/23","06/30/24","","220","","","","0","","","Product Taxonomy>>Jewelry"
"sku","","","A000192417","T0809BANNER  AWD","","Finished Good","SIGMA THETA TAU BANNER","20","SIGMA THETA TAU BANNER","SIGMA THETA TAU BANNER","Each","","","Jewelry","Purchased","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","T0809BANNER AWD","ASK JENNIFER","SIGMA THETA TAU","133754","GREK","N/A - NOT METAL","06/15/23","06/30/24","","331.4","","197.45","","0","","","Product Taxonomy>>Jewelry"
"sku","","","A000192418","T0809MDLST803AWD","","Finished Good","SIGMA THETA TAU CHAPTER KEY","20","SIGMA THETA TAU CHAPTER KEY","SIGMA THETA TAU CHAPTER KEY","Each","","","Jewelry","Purchased","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","T0809MDLST803AWD","ASK JENNIFER","SIGMA THETA TAU","133754","GREK","N/A - OUTSOURCED - AWARD SIL/OX FINISH","07/01/23","06/30/24","","64.1","","66.75","","N","N/A","N/A","Product Taxonomy>>Jewelry"
"sku","","","A000192782","TT3206       MED","","Component","TT3206 STAR PENDANT RING BASE","20","TT3206 STAR PENDANT RING BASE","TT3206 STAR PENDANT RING BASE","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TT3206       MED","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000192850","TW44CCD2     GE","","Component","DEZE PIERCED LAMP DANGLE GE","20","DEZE PIERCED LAMP DANGLE GE","DEZE PIERCED LAMP DANGLE GE","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TW44CCD2     GE","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000192851","TW44CDD2","","Component","ROSE LOYALTY CIRLCE DANGLE GE","20","ROSE LOYALTY CIRLCE DANGLE GE","ROSE LOYALTY CIRLCE DANGLE GE","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TW44CDD2","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
