"Type","ID","Name","thgskuid","thghjlegacyerpproductnumber","thgproductsize","thgskutype","thghjlegacyerpproductdescription","thgskustatus","thgskuname","thgskudescription","thguom","itemgroup","productgroup","itemtype","thgprimarymakebuy","thgnetweight","thggrossweight","thgproducttaxcode","thgreturnsallowed","thgareaofstudy","thgdegreedependent","thgdegreetype","thghjproductcollection","thghjschoolyear","thghjyeardated","thglicensingrate","thglicensingreferenceid","thgpackagingchangeoffered","thgpackagingoption","thgprimaryproductmaterial","thgproductcontent","thgproductroyaltygroup","thgproductid","accessorytype","badgetype","basecolor","chainlength","chaintype","charmtype","closuretype","color1","color2","color3","comeswithchain","comeswithcharmpendanttag","cordtype","thgdimensions","earringtype","embelishmentdecorating","engraving","engravingfont","engravinglines","engravingmaxcharacters","engravingmincharacters","engravingoptions","engravingpriceperchar","engravingsurcharge","fabrictype","findings","greekletter","greekletterdependent","hasstone","metalandmetalquality","metalfinishingfutroncolor","metalfinishingfutronrequired","metalfinishingnumberoffutroncolors","metalfinishingplating","metalfinishingpolishing","metalfinishingspiritblastcolorfinish","multipiececonstruction","pinshape","primaryribboncolor","ringfingersize","ringstylesize","ringtype","pintype","pendanttype","necklacetype","bracelettype","medaltype","insigniatype","secondaryribboncolor","sides","sizecategory","stoletype","stonearrangement","stonebottomcut","stonecolor","stonecolorbirthstone","stonequality","stonequalitydiamond","stoneshape","stonesize","stonetopcut","stonetreatment","stonetype","trimcolor","weavingtype","thgaltimagetext1","thgaltimagetext10","thgaltimagetext2","thgaltimagetext3","thgaltimagetext4","thgaltimagetext5","thgaltimagetext6","thgaltimagetext7","thgaltimagetext8","thgaltimagetext9","thgimagefilename10","thgimagefilename2","thgimagefilename3","thgimagefilename4","thgimagefilename5","thgimagefilename6","thgimagefilename7","thgimagefilename8","thgimagefilename9","thgimagesourcealt10","thgimagesourcealt4","thgimagesourcealt5","thgimagesourcealt6","thgimagesourcealt7","thgimagesourcealt8","thgimagesourcealt9","thgimagesourcealt1","thgimagesourcealt2","thgimagesourcealt3","thgimagesourcemain","thgimagetitle1","thgimagetitle10","thgimagetitle2","thgimagetitle3","thgimagetitle4","thgimagetitle5","thgimagetitle6","thgimagetitle7","thgimagetitle8","thgimagetitle9","thgmainimagefilename","thgmainimagetext","thgmainimagetitle","thghjbusinessentity","thghtcs","thgproductionleadtimeindays","thgspecialtyitem","thgspecialtyitemfulfillment","thgupc","thgwarrantydetail","thg3dmodel","thgecommercetaxonomy","thgfeaturedproduct","thgnewproduct","thgproductconfigurationrequired","thgproductpersonalizationallowed","thgproductpersonalizationrequired","thgproductsellable","thgrestricteditem","thgweblongdescription","thgwebshortdescription","metalweightdwt","metal","metalquality","containsgold","thglicensed","thglicensedcollection","Column(152)","Column(153)","Column(154)","Column(155)","Column(156)","Column(157)","Column(158)","Column(159)","Column(160)","Column(161)","Column(162)","Column(163)","Column(164)","Column(165)","Column(166)","Column(167)","Product Taxonomy"
"sku","","","A000087229","F2410B       SS","","Component","F2410 ALPH BADGE BASE","20","F2410 ALPH BADGE BASE","F2410 ALPH BADGE BASE","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F2410B       SS","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087253","F2410MTURQ  SS","","Component","F2410 ALPH BADGE MTG SS W/ TURQUOISE","20","F2410 ALPH BADGE MTG SS W/ TURQUOISE","F2410 ALPH BADGE MTG SS W/ TURQUOISE","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F2410MTURQ  SS","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087277","F2458        MED","","Component","F2458 SISISI VIOLET PIN","20","F2458 SISISI VIOLET PIN","F2458 SISISI VIOLET PIN","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F2458        MED","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087278","F2458GE","","Component","F2458 SISISI VIOLET PIN","20","F2458 SISISI VIOLET PIN","F2458 SISISI VIOLET PIN","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F2458GE","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087300","F2499B       GE","","Component","F2499B PLAIN BADGE BASE DELTA PHI EPSILON","20","F2499B PLAIN BADGE BASE DELTA PHI EPSILON","F2499B PLAIN BADGE BASE DELTA PHI EPSILON","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F2499B       GE","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087319","F262M        10K","","Component","F262/F262 SISISI BADGE MTG","20","F262/F262 SISISI BADGE MTG","F262/F262 SISISI BADGE MTG","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F262M        10K","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087322","F262M        GF","","Component","F262/F262 SISISI BADGE MTG","20","F262/F262 SISISI BADGE MTG","F262/F262 SISISI BADGE MTG","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F262M        GF","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087324","F262M        SS","","Component","F262/F262 SISISI BADGE MTG","20","F262/F262 SISISI BADGE MTG","F262/F262 SISISI BADGE MTG","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F262M        SS","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087348","F2775        MED","","Component","F2775 DEDEDE CIRCLE PIN","20","F2775 DEDEDE CIRCLE PIN","F2775 DEDEDE CIRCLE PIN","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F2775        MED","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087439","F30015PRL3AME10K","","Component","F300 CROWN SET BASE 10K W/PEARLS AND 3 AMETHYSTS","20","F300 CROWN SET BASE 10K W/PEARLS AND 3 AMETHYSTS","F300 CROWN SET BASE 10K W/PEARLS AND 3 AMETHYSTS","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F30015PRL3AME10K","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087445","F3004        GE","","Component","F3004 XIPSPH BOX DIE MTG","20","F3004 XIPSPH BOX DIE MTG","F3004 XIPSPH BOX DIE MTG","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F3004        GE","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087446","F3004        MED","","Component","F3004 XIPSPH BOX DIE MTG","20","F3004 XIPSPH BOX DIE MTG","F3004 XIPSPH BOX DIE MTG","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F3004        MED","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087447","F3005        GE","","Component","F3005 XIPSPH BOX DIE PLN BASE T.T.","20","F3005 XIPSPH BOX DIE PLN BASE T.T.","F3005 XIPSPH BOX DIE PLN BASE T.T.","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F3005        GE","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087448","F3005        MED","","Component","F3005 XIPSPH BOX DIE PLN BASE T.T.","20","F3005 XIPSPH BOX DIE PLN BASE T.T.","F3005 XIPSPH BOX DIE PLN BASE T.T.","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F3005        MED","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087451","F3009PRL9AME SS","","Component","F300 CROWN SET BASE SS W/PEARLS AND 9 AMETHYSTS","20","F300 CROWN SET BASE SS W/PEARLS AND 9 AMETHYSTS","F300 CROWN SET BASE SS W/PEARLS AND 9 AMETHYSTS","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F3009PRL9AME SS","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087471","F301         10K","","Component","F301 BADGE MTG SIGMA KAPPA","20","F301 BADGE MTG SIGMA KAPPA","F301 BADGE MTG SIGMA KAPPA","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F301         10K","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087472","F301         10W","","Component","F301 BADGE MTG SIGMA KAPPA","20","F301 BADGE MTG SIGMA KAPPA","F301 BADGE MTG SIGMA KAPPA","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F301         10W","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087474","F301         SS","","Component","F301 BADGE MTG SIGMA KAPPA","20","F301 BADGE MTG SIGMA KAPPA","F301 BADGE MTG SIGMA KAPPA","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F301         SS","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087507","F3040        VER","","Component","F3040/F3040 SITHTA LAMP MTG","20","F3040/F3040 SITHTA LAMP MTG","F3040/F3040 SITHTA LAMP MTG","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F3040        VER","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087541","F312410K","","Component","F3124 #35 HEART - MEMBER","20","F3124 #35 HEART - MEMBER","F3124 #35 HEART - MEMBER","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F312410K","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087544","F3124SS","","Component","F3124 #35 HEART - MEMBER AT LARGE DANGLE SS","20","F3124 #35 HEART - MEMBER AT LARGE DANGLE SS","F3124 #35 HEART - MEMBER AT LARGE DANGLE SS","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F3124SS","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087560","F3168        MED","","Component","F3168 DEZE CHAPTER CONSULTANT","20","F3168 DEZE CHAPTER CONSULTANT","F3168 DEZE CHAPTER CONSULTANT","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F3168        MED","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087664","F3418T       MED","","Component","F3418T TRIM TOOL","20","F3418T TRIM TOOL","F3418T TRIM TOOL","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F3418T       MED","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087683","F3441SS","","Component","F3441 #42 CONVENTION  SS","20","F3441 #42 CONVENTION  SS","F3441 #42 CONVENTION  SS","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F3441SS","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087717","F353         10K","","Component","F353 MTG FOR X-LG BASE KAPPA DELTA","20","F353 MTG FOR X-LG BASE KAPPA DELTA","F353 MTG FOR X-LG BASE KAPPA DELTA","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F353         10K","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087720","F353         SS","","Component","F353 MTG FOR X-LG BASE KAPPA DELTA","20","F353 MTG FOR X-LG BASE KAPPA DELTA","F353 MTG FOR X-LG BASE KAPPA DELTA","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F353         SS","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087751","F3584        MED","","Component","F3584 XIPSPH BOX DIE PLAIN PIN","20","F3584 XIPSPH BOX DIE PLAIN PIN","F3584 XIPSPH BOX DIE PLAIN PIN","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F3584        MED","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087761","F361M        10K","","Component","F361 BDGE MTG KAPPA DELTA","20","F361 BDGE MTG KAPPA DELTA","F361 BDGE MTG KAPPA DELTA","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F361M        10K","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087762","F361M        10W","","Component","F361 BDGE MTG KAPPA DELTA","20","F361 BDGE MTG KAPPA DELTA","F361 BDGE MTG KAPPA DELTA","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F361M        10W","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087763","F361M        SS","","Component","F361 BDGE MTG SS KAPPA DELTA","20","F361 BDGE MTG SS KAPPA DELTA","F361 BDGE MTG SS KAPPA DELTA","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F361M        SS","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087778","F363         MED","","Component","F363 LACHAL FRIENDSHIP PIN","20","F363 LACHAL FRIENDSHIP PIN","F363 LACHAL FRIENDSHIP PIN","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F363         MED","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087809","F3677PRLSP","","Component","F3677 PHSIPH BADGE MTG W/ PEARLS GE","20","F3677 PHSIPH BADGE MTG W/ PEARLS GE","F3677 PHSIPH BADGE MTG W/ PEARLS GE","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F3677PRLSP","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087823","F3690        MED","","Component","F3690 NFL HALL OF FAME KEYPIN","20","F3690 NFL HALL OF FAME KEYPIN","F3690 NFL HALL OF FAME KEYPIN","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F3690        MED","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087836","F3712        MED","","Component","F3712 ALXIDE FATHER'S TIE TAC","20","F3712 ALXIDE FATHER'S TIE TAC","F3712 ALXIDE FATHER'S TIE TAC","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F3712        MED","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
"sku","","","A000087876","F3763BSP","","Component","F3763 PHSIPH PLAIN BADGE BASE SP","20","F3763 PHSIPH PLAIN BADGE BASE SP","F3763 PHSIPH PLAIN BADGE BASE SP","Each","Component","Component","Component","Purchased","","","Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F3763BSP","Component","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component"
